collision,dtc,envelope_id
0.0,1.936,0
0.0,3.078,0
1.0,0.0,0
0.0,5.639,0
1.0,0.0,0
0.0,1.59,0
1.0,0.0,0
0.0,4.917,0
0.0,2.744,0
0.0,1.312,0
0.0,3.903,0
0.0,2.812,0
0.0,3.59,0
0.0,1.312,0
0.0,4.807,0
0.0,3.485,0
1.0,0.0,0
0.0,1.423,0
1.0,0.0,0
0.0,5.639,0
0.0,4.084,0
1.0,0.0,0
1.0,0.0,0
0.0,5.639,0
0.0,5.837,0
0.0,3.125,0
0.0,1.757,0
0.0,4.59,0
0.0,5.312,0
0.0,4.034,0
0.0,1.257,0
0.0,6.312,0
0.0,4.923,0
0.0,2.423,0
1.0,0.0,0
0.0,6.554,0
0.0,5.667,0
0.0,4.092,0
0.0,4.857,0
0.0,3.197,0
1.0,0.0,0
0.0,1.59,0
0.0,5.34,0
0.0,5.554,0
1.0,0.0,0
0.0,1.812,0
0.0,12.279,0
0.0,4.165,0
0.0,2.923,0
0.0,5.59,0
1.0,0.0,0
0.0,5.573,0
0.0,3.977,0
1.0,0.0,0
0.0,4.034,0
0.0,5.573,0
0.0,6.665,0
0.0,10.833,0
1.0,0.0,0
0.0,5.573,0
0.0,5.24,0
1.0,0.0,0
0.0,12.146,0
0.0,5.573,0
1.0,0.0,0
0.0,3.201,0
0.0,5.457,0
0.0,5.165,0
0.0,3.374,0
0.0,3.757,0
0.0,5.457,0
0.0,5.165,0
1.0,0.0,0
0.0,3.757,0
0.0,5.34,0
0.0,4.165,0
1.0,0.0,0
0.0,1.812,0
0.0,4.816,0
0.0,5.165,0
0.0,2.115,0
0.0,1.757,0
0.0,1.617,0
0.0,6.007,0
0.0,3.923,0
0.0,3.923,0
0.0,3.84,0
0.0,6.675,0
1.0,0.0,0
0.0,1.201,0
0.0,3.34,0
0.0,6.675,0
0.0,5.705,0
0.0,4.907,0
0.0,3.016,0
0.0,6.675,0
1.0,0.0,0
1.0,0.0,0
0.0,5.229,0
0.0,6.675,0
0.0,11.104,0
0.0,11.487,0
0.0,12.213,0
0.0,5.165,0
0.0,2.923,0
0.0,5.59,0
0.0,1.59,0
0.0,3.618,0
0.0,3.034,0
0.0,4.034,0
0.0,6.84,0
0.0,3.988,0
0.0,5.132,0
0.0,5.723,0
0.0,5.101,0
0.0,3.988,0
0.0,1.257,0
0.0,2.898,0
0.0,2.451,0
0.0,3.988,0
0.0,4.867,0
0.0,1.438,0
0.0,5.201,0
0.0,3.988,0
0.0,6.223,0
0.0,5.14,0
0.0,12.554,0
0.0,3.988,0
0.0,2.257,0
0.0,6.146,0
0.0,12.492,0
0.0,3.988,0
0.0,2.257,0
0.0,6.146,0
0.0,3.84,0
0.0,3.988,0
0.0,2.829,0
0.0,4.823,0
0.0,4.84,0
0.0,3.988,0
0.0,3.034,0
0.0,4.423,0
0.0,10.935,0
0.0,3.988,0
0.0,3.423,0
0.0,4.812,0
0.0,2.59,0
0.0,5.573,0
0.0,5.705,0
0.0,5.556,0
0.0,3.701,0
0.0,6.034,0
0.0,4.979,0
0.0,1.59,0
0.0,6.34,0
0.0,1.752,0
0.0,1.84,0
0.0,2.84,0
1.0,0.0,0
0.0,5.756,0
1.0,0.0,0
0.0,1.646,0
1.0,0.0,0
0.0,1.752,0
0.0,2.758,0
0.0,4.352,0
0.0,1.534,0
0.0,6.34,0
0.0,3.534,0
0.0,2.534,0
1.0,0.0,0
0.0,4.312,0
0.0,3.988,0
0.0,1.84,0
0.0,1.701,0
0.0,6.368,0
0.0,5.812,0
0.0,1.701,0
0.0,2.943,0
0.0,2.073,0
0.0,5.84,0
0.0,5.84,0
0.0,10.806,0
0.0,6.615,0
0.0,1.768,0
0.0,5.615,0
0.0,5.59,0
0.0,4.253,0
0.0,6.156,0
0.0,4.089,0
0.0,2.396,0
0.0,2.073,0
0.0,1.895,0
0.0,2.907,0
0.0,2.396,0
0.0,2.086,0
1.0,0.0,0
1.0,0.0,0
0.0,2.396,0
0.0,2.086,0
1.0,0.0,0
0.0,1.84,0
0.0,5.09,0
0.0,2.073,0
0.0,5.544,0
0.0,5.933,0
0.0,2.864,0
0.0,2.086,0
1.0,0.0,0
0.0,6.146,0
0.0,10.916,0
0.0,2.086,0
0.0,5.84,0
0.0,7.34,0
0.0,5.57,0
0.0,2.073,0
0.0,5.84,0
0.0,7.34,0
1.0,0.0,0
0.0,2.086,0
0.0,2.84,0
0.0,1.84,0
0.0,4.004,0
0.0,2.073,0
0.0,3.534,0
0.0,7.646,0
0.0,5.113,0
0.0,2.073,0
0.0,4.84,0
0.0,6.34,0
1.0,0.0,0
0.0,2.073,0
0.0,1.479,0
1.0,0.0,0
0.0,8.534,0
0.0,6.085,0
0.0,5.89,0
0.0,11.812,0
0.0,5.468,0
0.0,2.086,0
0.0,3.84,0
0.0,5.34,0
0.0,2.943,0
0.0,2.086,0
0.0,2.034,0
0.0,7.146,0
1.0,0.0,0
0.0,4.277,0
1.0,0.0,0
1.0,0.0,0
0.0,1.312,0
0.0,7.146,0
0.0,4.257,0
0.0,2.701,0
0.0,4.479,0
0.0,6.84,0
0.0,4.84,0
0.0,3.646,0
1.0,0.0,0
0.0,2.086,0
1.0,0.0,0
0.0,3.09,0
0.0,5.608,0
0.0,4.651,0
0.0,3.229,0
0.0,6.09,0
1.0,0.0,0
0.0,6.206,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.0,4.651,0
1.0,0.0,0
1.0,0.0,0
0.0,5.257,0
0.0,4.651,0
0.0,3.413,0
0.0,3.451,0
0.0,4.655,0
0.0,2.086,0
0.0,2.84,0
0.0,5.646,0
0.0,3.09,0
0.0,5.59,0
0.0,2.701,0
1.0,0.0,0
1.0,0.0,0
0.0,6.206,0
0.0,1.669,0
0.0,5.484,0
0.0,2.59,0
0.0,2.086,0
0.0,5.363,0
0.0,2.934,0
0.0,6.09,0
0.0,6.206,0
0.0,11.163,0
0.0,5.07,0
0.0,6.923,0
0.0,4.651,0
0.0,11.464,0
0.0,12.821,0
1.0,0.0,0
0.0,6.206,0
0.0,2.312,0
1.0,0.0,0
0.0,5.423,0
0.0,6.206,0
0.0,4.99,0
0.0,1.629,0
0.0,3.844,0
0.0,4.165,0
0.0,1.701,0
0.0,1.961,0
0.0,11.583,0
0.0,6.675,0
0.0,1.59,0
0.0,3.251,0
0.0,2.396,0
0.0,4.651,0
0.0,3.437,0
1.0,0.0,0
0.0,6.257,0
0.0,4.651,0
0.0,5.039,0
0.0,3.451,0
0.0,4.867,0
0.0,3.479,0
0.0,2.59,0
0.0,2.812,0
0.0,3.188,0
0.0,4.651,0
0.0,3.34,0
0.0,3.84,0
1.0,0.0,0
0.0,4.651,0
0.0,3.437,0
1.0,0.0,0
0.0,5.146,0
0.0,4.651,0
0.0,2.34,0
0.0,5.09,0
1.0,0.0,0
0.0,4.651,0
1.0,0.0,0
0.0,1.701,0
0.0,6.09,0
0.0,5.84,0
0.0,2.257,0
1.0,0.0,0
0.0,5.312,0
0.0,6.206,0
0.0,5.99,0
0.0,11.864,0
0.0,2.038,0
0.0,6.206,0
0.0,1.229,0
0.0,2.222,0
0.0,13.483,0
0.0,2.812,0
0.0,4.34,0
0.0,5.84,0
0.0,5.312,0
0.0,6.206,0
0.0,5.99,0
0.0,11.915,0
1.0,0.0,0
0.0,3.923,0
1.0,0.0,0
1.0,0.0,0
1.0,0.0,0
0.0,6.206,0
1.0,0.0,0
1.0,0.0,0
0.0,2.03,0
0.0,6.206,0
0.0,2.229,0
0.0,3.923,0
0.0,4.317,0
0.0,4.651,0
0.0,2.34,0
0.0,2.84,0
0.0,1.784,0
0.0,6.534,0
0.0,5.007,0
0.0,4.868,0
0.0,5.479,0
0.0,5.58,0
0.0,4.055,0
0.0,3.746,0
0.0,1.34,0
0.0,7.146,0
0.0,5.59,0
0.0,3.479,0
0.0,1.84,0
0.0,5.09,0
0.0,7.09,0
0.0,5.034,0
0.0,2.618,0
0.0,4.651,0
0.0,2.027,0
1.0,0.0,0
0.0,10.981,0
0.0,5.289,0
0.0,1.958,0
0.0,5.942,0
0.0,2.618,0
0.0,4.651,0
0.0,2.015,0
1.0,0.0,0
0.0,11.908,0
0.0,11.117,0
1.0,0.0,0
0.0,3.923,0
0.0,3.257,0
0.0,4.923,0
1.0,0.0,0
0.0,3.108,0
0.0,6.923,0
0.0,11.911,0
0.0,6.608,0
0.0,5.984,0
0.0,4.522,0
0.0,6.08,0
0.0,1.59,0
1.0,0.0,0
1.0,0.0,0
0.0,4.701,0
0.0,3.368,0
1.0,0.0,0
0.0,2.106,0
0.0,11.911,0
0.0,2.004,0
1.0,0.0,0
0.0,2.923,0
0.0,4.59,0
0.0,2.923,0
0.0,1.923,0
0.0,2.562,0
0.0,5.59,0
0.0,2.923,0
0.0,2.923,0
0.0,5.84,0
0.0,11.911,0
0.0,6.262,0
0.0,11.089,0
0.0,3.09,0
0.0,11.911,0
0.0,4.762,0
1.0,0.0,0
0.0,4.049,0
0.0,5.58,0
1.0,0.0,0
0.0,3.368,0
0.0,5.479,0
0.0,5.59,0
0.0,2.923,0
1.0,0.0,0
0.0,10.981,0
0.0,5.289,0
0.0,1.966,0
0.0,5.942,0
0.0,11.496,0
0.0,6.119,0
0.0,3.84,0
0.0,6.923,0
0.0,5.439,0
0.0,11.911,0
1.0,0.0,0
0.0,3.479,0
0.0,13.207,0
0.0,6.675,0
0.0,3.812,0
0.0,5.201,0
0.0,4.257,0
0.0,5.58,0
0.0,1.772,0
0.0,1.78,0
0.0,3.562,0
0.0,5.59,0
0.0,4.368,0
0.0,2.923,0
1.0,0.0,0
0.0,4.59,0
0.0,4.368,0
0.0,2.923,0
0.0,4.09,0
0.0,11.911,0
0.0,4.841,0
0.0,3.553,0
1.0,0.0,0
0.0,5.289,0
0.0,5.888,0
0.0,1.479,0
0.0,3.34,0
0.0,11.872,0
0.0,5.636,0
1.0,0.0,0
0.0,2.257,0
0.0,5.289,0
0.0,5.456,0
0.0,5.456,0
0.0,1.562,0
0.0,5.858,0
0.0,2.623,0
0.0,2.623,0
0.0,1.34,0
0.0,7.257,0
0.0,6.59,0
0.0,5.09,0
0.0,1.34,0
0.0,6.786,0
0.0,6.017,0
0.0,4.873,0
0.0,5.257,0
0.0,7.729,0
0.0,2.257,0
0.0,4.709,0
0.0,2.729,0
0.0,7.396,0
0.0,4.757,0
0.0,4.757,0
0.0,2.84,0
0.0,7.729,0
0.0,6.784,0
0.0,4.757,0
0.0,3.59,0
0.0,5.507,0
0.0,4.196,0
0.0,1.34,0
0.0,3.59,0
0.0,5.507,0
1.0,0.0,0
0.0,1.387,0
0.0,2.09,0
0.0,5.507,0
0.0,4.228,0
0.0,2.84,0
0.0,5.534,0
0.0,5.507,0
0.0,4.196,0
0.0,2.856,0
0.0,10.455,0
0.0,4.651,0
0.0,1.34,0
0.0,1.34,0
1.0,0.0,0
0.0,5.507,0
1.0,0.0,0
0.0,2.923,0
0.0,11.109,0
0.0,5.507,0
0.0,3.09,0
0.0,7.257,0
0.0,3.32,0
0.0,5.507,0
0.0,2.09,0
0.0,6.868,0
0.0,11.028,0
0.0,3.964,0
1.0,0.0,0
0.0,1.812,0
0.0,6.59,0
0.0,3.785,0
0.0,5.832,0
0.0,6.721,0
0.0,4.005,0
0.0,5.507,0
0.0,1.59,0
1.0,0.0,0
0.0,1.84,0
0.0,6.595,0
0.0,6.683,0
0.0,2.697,0
0.0,5.84,0
0.0,5.507,0
0.0,12.456,0
0.0,5.149,0
0.0,5.59,0
0.0,5.507,0
0.0,6.101,0
0.0,6.101,0
0.0,11.959,0
0.0,2.663,0
0.0,3.368,0
0.0,6.479,0
0.0,5.84,0
0.0,1.646,0
0.0,1.84,0
0.0,6.817,0
0.0,5.326,0
0.0,1.842,0
0.0,4.715,0
0.0,5.923,0
0.0,6.007,0
0.0,3.646,0
1.0,0.0,0
0.0,5.923,0
0.0,4.923,0
0.0,4.923,0
0.0,13.36,0
0.0,4.59,0
0.0,5.868,0
0.0,6.09,0
0.0,4.687,0
0.0,5.507,0
0.0,2.09,0
0.0,6.257,0
0.0,5.09,0
0.0,5.923,0
0.0,2.923,0
0.0,5.012,0
1.0,0.0,0
0.0,5.507,0
0.0,2.018,0
0.0,2.368,0
0.0,2.09,0
0.0,5.507,0
0.0,4.228,0
1.0,0.0,0
0.0,3.59,0
0.0,5.923,0
0.0,3.59,0
0.0,3.59,0
0.0,2.729,0
0.0,3.923,0
0.0,1.451,0
0.0,2.923,0
1.0,0.0,0
0.0,5.923,0
0.0,4.923,0
0.0,4.923,0
0.0,4.84,0
0.0,5.507,0
0.0,4.843,0
0.0,5.843,0
0.0,12.659,0
0.0,3.034,0
0.0,6.868,0
0.0,5.59,0
0.0,11.204,0
0.0,5.507,0
0.0,3.09,0
0.0,4.812,0
0.0,3.007,0
0.0,5.923,0
0.0,2.923,0
0.0,2.487,0
0.0,5.83,0
0.0,5.034,0
0.0,4.84,0
0.0,4.646,0
1.0,0.0,0
0.0,5.923,0
0.0,4.59,0
0.0,3.59,0
0.0,4.517,0
0.0,5.923,0
0.0,6.59,0
0.0,8.257,0
0.0,1.923,0
0.0,6.715,0
0.0,5.35,0
0.0,1.923,0
0.0,4.54,0
0.0,7.923,0
0.0,7.34,0
0.0,7.951,0
0.0,4.449,0
0.0,5.507,0
0.0,1.296,0
0.0,3.761,0
0.0,11.851,0
0.0,5.923,0
0.0,8.729,0
0.0,6.257,0
0.0,5.062,0
0.0,1.752,0
0.0,2.34,0
1.0,0.0,0
0.0,5.636,0
1.0,0.0,0
0.0,5.062,0
0.0,6.062,0
0.0,4.499,0
0.0,7.923,0
0.0,7.34,0
0.0,5.257,0
0.0,12.582,0
0.0,5.507,0
0.0,2.59,0
0.0,7.84,0
0.0,2.59,0
0.0,5.257,0
0.0,2.257,0
0.0,4.737,0
0.0,5.191,0
0.0,7.923,0
0.0,8.34,0
0.0,8.34,0
0.0,4.499,0
0.0,7.923,0
0.0,5.729,0
0.0,5.257,0
0.0,12.094,0
0.0,5.923,0
0.0,9.729,0
0.0,9.923,0
1.0,0.0,0
0.0,7.923,0
0.0,5.729,0
0.0,4.59,0
0.0,5.191,0
0.0,7.923,0
0.0,8.34,0
0.0,6.59,0
0.0,4.59,0
0.0,5.923,0
0.0,2.59,0
0.0,2.59,0
0.0,4.201,0
0.0,5.257,0
1.0,0.0,0
1.0,0.0,0
0.0,12.428,0
0.0,5.507,0
0.0,4.201,0
0.0,5.757,0
1.0,0.0,0
0.0,7.923,0
0.0,4.423,0
1.0,0.0,0
1.0,0.0,0
0.0,5.923,0
0.0,2.923,0
0.0,2.34,0
0.0,5.605,1
0.0,6.064,1
1.0,0.0,1
0.0,4.785,1
0.0,9.942,1
1.0,0.0,1
0.0,2.117,1
0.0,8.835,1
0.0,3.556,1
0.0,3.618,1
0.0,2.287,1
0.0,5.465,1
1.0,0.0,1
1.0,0.0,1
0.0,5.663,1
0.0,5.459,1
0.0,8.661,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
0.0,6.893,1
0.0,5.409,1
1.0,0.0,1
0.0,2.196,1
1.0,0.0,1
0.0,2.174,1
0.0,3.864,1
1.0,0.0,1
1.0,0.0,1
0.0,4.268,1
0.0,2.41,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
0.0,4.296,1
0.0,5.538,1
1.0,0.0,1
1.0,0.0,1
0.0,2.957,1
0.0,3.638,1
1.0,0.0,1
1.0,0.0,1
0.0,4.246,1
0.0,5.749,1
1.0,0.0,1
1.0,0.0,1
0.0,6.068,1
1.0,0.0,1
0.0,3.803,1
0.0,3.4,1
1.0,0.0,1
0.0,5.413,1
1.0,0.0,1
1.0,0.0,1
0.0,4.433,1
0.0,4.598,1
0.0,4.794,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
0.0,2.379,1
0.0,6.757,1
1.0,0.0,1
0.0,6.841,1
0.0,2.548,1
0.0,8.056,1
0.0,9.258,1
1.0,0.0,1
0.0,2.581,1
0.0,5.612,1
0.0,4.868,1
0.0,4.333,1
1.0,0.0,1
0.0,5.284,1
1.0,0.0,1
0.0,3.767,1
0.0,3.621,1
0.0,5.266,1
1.0,0.0,1
0.0,1.86,1
1.0,0.0,1
0.0,5.204,1
0.0,3.659,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
0.0,3.288,1
0.0,3.506,1
1.0,0.0,1
0.0,3.772,1
0.0,7.501,1
1.0,0.0,1
1.0,0.0,1
0.0,4.662,1
0.0,7.228,1
0.0,7.579,1
1.0,0.0,1
0.0,5.16,1
0.0,6.124,1
0.0,8.799,1
1.0,0.0,1
0.0,3.419,1
0.0,7.554,1
0.0,5.033,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
0.0,5.291,1
0.0,6.034,1
0.0,7.748,1
0.0,12.433,1
0.0,3.862,1
0.0,2.607,1
0.0,3.926,1
0.0,2.201,1
0.0,4.44,1
1.0,0.0,1
0.0,6.084,1
0.0,4.254,1
0.0,4.366,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
0.0,5.856,1
0.0,7.168,1
0.0,6.221,1
0.0,7.544,1
0.0,5.267,1
0.0,2.908,1
0.0,5.619,1
0.0,5.614,1
0.0,3.361,1
0.0,2.51,1
0.0,5.419,1
0.0,9.699,1
0.0,6.111,1
1.0,0.0,1
0.0,4.164,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
0.0,8.094,1
0.0,3.787,1
1.0,0.0,1
0.0,5.499,1
0.0,3.625,1
1.0,0.0,1
0.0,4.316,1
1.0,0.0,1
0.0,2.596,1
0.0,2.61,1
0.0,4.469,1
0.0,2.774,1
0.0,5.094,1
1.0,0.0,1
0.0,5.694,1
1.0,0.0,1
0.0,3.828,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
0.0,9.007,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
0.0,4.832,1
0.0,4.603,1
1.0,0.0,1
0.0,3.713,1
1.0,0.0,1
0.0,5.278,1
0.0,5.465,1
0.0,6.366,1
0.0,5.3,1
0.0,3.48,1
0.0,1.969,1
0.0,2.089,1
0.0,6.633,1
1.0,0.0,1
1.0,0.0,1
0.0,4.967,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
0.0,4.341,1
0.0,12.434,1
0.0,7.823,1
0.0,4.911,1
0.0,6.331,1
0.0,2.731,1
0.0,4.003,1
1.0,0.0,1
0.0,4.274,1
0.0,7.269,1
0.0,2.746,1
1.0,0.0,1
0.0,2.805,1
0.0,5.785,1
0.0,5.35,1
0.0,5.782,1
0.0,8.719,1
0.0,2.317,1
0.0,2.031,1
1.0,0.0,1
1.0,0.0,1
0.0,2.916,1
0.0,3.584,1
1.0,0.0,1
0.0,2.592,1
0.0,1.737,1
0.0,3.229,1
0.0,2.658,1
0.0,5.007,1
0.0,6.38,1
0.0,3.625,1
0.0,7.757,1
0.0,7.524,1
0.0,11.106,1
1.0,0.0,1
0.0,2.043,1
0.0,5.813,1
0.0,12.44,1
0.0,2.627,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
0.0,4.723,1
0.0,10.058,1
0.0,8.746,1
1.0,0.0,1
1.0,0.0,1
0.0,2.225,1
0.0,2.447,1
0.0,8.673,1
0.0,7.783,1
1.0,0.0,1
0.0,4.85,1
0.0,3.655,1
0.0,4.09,1
0.0,8.511,1
0.0,2.4,1
1.0,0.0,1
0.0,4.731,1
0.0,3.467,1
0.0,5.179,1
1.0,0.0,1
1.0,0.0,1
0.0,3.392,1
0.0,4.968,1
0.0,8.514,1
0.0,4.621,1
1.0,0.0,1
1.0,0.0,1
0.0,3.821,1
1.0,0.0,1
0.0,3.454,1
0.0,3.553,1
1.0,0.0,1
0.0,6.763,1
0.0,7.84,1
0.0,6.566,1
1.0,0.0,1
0.0,3.277,1
1.0,0.0,1
0.0,4.507,1
0.0,7.16,1
1.0,0.0,1
1.0,0.0,1
0.0,4.352,1
0.0,10.388,1
0.0,2.927,1
0.0,3.987,1
0.0,4.009,1
0.0,8.867,1
1.0,0.0,1
0.0,6.288,1
0.0,6.363,1
0.0,3.446,1
0.0,3.119,1
0.0,10.034,1
0.0,7.541,1
0.0,7.822,1
0.0,5.029,1
0.0,3.935,1
0.0,3.284,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
0.0,3.744,1
0.0,2.975,1
0.0,3.479,1
0.0,3.803,1
1.0,0.0,1
0.0,3.048,1
0.0,2.719,1
0.0,3.603,1
0.0,5.049,1
0.0,8.983,1
1.0,0.0,1
0.0,10.28,1
0.0,6.424,1
0.0,4.668,1
0.0,3.844,1
0.0,1.976,1
0.0,6.282,1
1.0,0.0,1
0.0,5.923,1
1.0,0.0,1
0.0,4.122,1
0.0,6.077,1
0.0,2.985,1
0.0,2.622,1
0.0,6.72,1
1.0,0.0,1
0.0,3.104,1
0.0,4.896,1
0.0,5.912,1
0.0,7.18,1
0.0,4.44,1
0.0,8.427,1
0.0,5.516,1
1.0,0.0,1
0.0,2.921,1
1.0,0.0,1
1.0,0.0,1
0.0,5.293,1
0.0,2.894,1
1.0,0.0,1
0.0,2.969,1
0.0,2.325,1
0.0,3.986,1
0.0,4.459,1
0.0,6.24,1
0.0,3.408,1
1.0,0.0,1
0.0,3.614,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
0.0,6.915,1
0.0,4.139,1
0.0,3.241,1
1.0,0.0,1
0.0,7.757,1
0.0,3.309,1
1.0,0.0,1
1.0,0.0,1
0.0,3.09,1
0.0,7.506,1
1.0,0.0,1
0.0,3.495,1
1.0,0.0,1
0.0,5.227,1
0.0,6.155,1
0.0,3.363,1
0.0,7.809,1
0.0,6.556,1
1.0,0.0,1
0.0,4.184,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
0.0,2.842,1
0.0,5.107,1
0.0,7.899,1
0.0,7.879,1
0.0,7.76,1
1.0,0.0,1
0.0,3.196,1
0.0,7.741,1
0.0,3.618,1
0.0,4.928,1
0.0,5.978,1
0.0,6.478,1
0.0,5.67,1
0.0,7.814,1
0.0,7.279,1
0.0,4.925,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
1.0,0.0,1
0.0,5.451,1
0.0,6.752,1
0.0,6.909,1
0.0,8.011,1
0.0,2.748,1
0.0,4.34,1
0.0,6.325,1
0.0,5.216,1
0.0,8.579,1
0.0,7.797,1
0.0,3.607,1
1.0,0.0,1
0.0,4.494,1
0.0,4.419,1
0.0,2.597,1
0.0,2.724,1
1.0,0.0,1
1.0,0.0,1
0.0,11.77,1
0.0,7.912,1
0.0,7.044,1
0.0,3.222,1
1.0,0.0,1
